objectid,pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_dens,pl_eqt,pl_insol,st_teff,st_lum,st_mass,st_rad,st_met,st_logg,st_age
3.11039,HD 102195 b,HD 102195,4.11377,0.05,0.0,14.2,130.3103,0.25,,,5301.0,-0.33442,0.76,0.82,0.04,4.49,2.4
3.2994,Kepler-1870 b,Kepler-1870,3.606940031,0.0452,0.0,2.10143764,5.07,3.0,1046.0,287.6,5508.0,-0.22577,0.955,0.84,0.07,4.569,0.79
3.802,Kepler-258 b,Kepler-258,13.19722,0.103,0.0,4.06,15.5,1.27,642.0,27.791,4942.0,-0.57541,0.82,0.915,0.3031,4.441,13.7
3.8833,K2-8 c,K2-8,5.06416,0.0532,,2.41,6.39,2.51,801.0,97.8,4870.0,-0.55319,0.78,0.74,-0.02,4.52,
3.124,Kepler-849 b,Kepler-849,394.62508,1.137,0.078,8.08167508,298.75870258,3.09,362.7,2.86,5950.0,0.57287,1.259,1.822,0.145,4.016,4.7
3.11479,WASP-8 b,WASP-8,8.15872,0.0801,0.31,12.66617,807.2882,2.47,1059.0,209.118,5600.0,-0.05754,1.34,1.03,0.17,4.5,4.0
3.299,Kepler-92 b,Kepler-92,13.749,0.12232,0.17,3.51,64.3,2.098071,975.0,257.776,5883.0,0.55818,1.21,1.7,0.1381,4.05,3.98
3.3064,Kepler-1339 b,Kepler-1339,1.341555127,0.02356,0.0,0.71,0.285,4.38,1642.0,3094.817,5586.0,0.18765,0.94,0.93,0.01,4.47,5.62
3.11996,HD 17674 b,HD 17674,623.8,1.42,0.13,13.9,276.5121,0.566,,,5904.0,0.20472,0.98,1.18,-0.16,4.34,8.4
3.19004,OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,,1.21,,13.8,301.93698665,0.631,,,,,0.28,,,,
3.11047,HD 106252 b,HD 106252,1535.0,2.655,0.48,12.5,3178.28407,8.94,,,5874.0,0.1232,1.05,1.05,-0.06,4.36,3.0
3.3687,Kepler-405 c,Kepler-405,29.726682,0.188,0.0,4.66,19.6,1.06,557.0,14.086,5818.0,-0.33143,0.873,0.893,-0.06,4.536,2.09
3.11043,HD 102956 b,HD 102956,6.4947,0.0807,0.037,13.8,305.1168,0.638,,,4985.0,1.06446,1.66,4.55,0.19,3.38,2.3
3.12057,K2-128 b,K2-128,5.675819,0.056,0.23,1.42,2.6,4.99,,68.8,4469.51,-0.82159,0.711248,0.777569,-0.26,4.7,
3.13187,TOI-139 b,TOI-139,11.07085,,,2.4566,6.6,2.45,561.17,22.4219,4570.0,-0.77842,0.69,0.7007,-0.238,4.705,
3.10273,K2-223 b,K2-223,0.50557,0.0127,,0.89,0.64,4.99,2271.0,,5859.0,-0.03543,1.06,1.0,0.19,4.5,
3.20457,GJ 508.2 b,GJ 508.2,5300.0,4.85,0.27,,587.98255295,,,,3720.0,-1.222,0.54,0.53,-0.15,4.71218,
3.594,Kepler-244 b,Kepler-244,4.311792,0.05,0.0,2.76,8.05,2.1,1038.0,242.471,5554.0,-0.25619,0.933,0.803,0.07,4.585,2.4
3.5493,Kepler-1065 c,Kepler-1065,2.37030743,0.0344,0.0,1.6,3.19,4.28,1256.0,734.619,5635.0,-0.11584,0.94,0.93,-0.01,4.49,4.47
3.20451,KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,,2.51,,13.2,839.06699448,2.0,,,,,0.77,,,,
3.16798,TOI-4087 b,TOI-4087,3.1774835,0.04469,0.0,13.04725353,232.01473711,0.57,1458.0,753.9,6060.0,0.17609,1.178,1.112,0.237,4.416,0.8
3.18795,TOI-6086 b,TOI-6086,1.3888725,0.01541,,1.18,1.76,5.89,634.0,26.8,3200.0,-2.19791,0.254,0.259,0.11,5.01,2.0
3.611,Kepler-46 b,Kepler-46,33.60134,0.1968,0.01,9.057,1907.0,14.0,543.0,10.9,5155.0,-0.255,0.902,0.938,0.41,4.447,9.7
3.12534,OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,0.85,,14.3,138.0,0.259,,,,,0.077,,,,
3.12577,HIP 38594 c,HIP 38594,3477.768,3.805,0.16,7.94,48.4,0.531,,,4086.3,-1.06243,0.61,0.626646,,4.62886,
3.15797,TOI-3071 b,TOI-3071,1.266938,0.0249,0.09,7.16,68.2,1.02,2155.0,2579.61,6177.0,0.41667,1.29,1.31,0.35,4.37,0.95
3.11168,HD 178911 B b,HD 178911 B,71.484,0.34,0.11,12.6,2552.1749,7.01,,,5588.0,-0.04317,1.24,1.08,0.24,4.46,
3.706,Kepler-145 c,Kepler-145,42.882,0.26244,0.11,4.32,79.4,2.58,709.0,67.193,6022.0,0.69164,1.32,1.85,-0.0014,4.02,3.24
3.11936,HAT-P-66 b,HAT-P-66,2.972086,0.04363,0.09,17.82231,248.86089,0.242,1896.0,1939.51,6002.0,0.6149,1.255,1.881,0.035,3.993,4.66
3.12448,GJ 682 c,GJ 682,57.32,0.176,0.1,2.89,8.7,1.98,,,3028.0,-2.69897,0.27,0.298255,,4.92764,
3.618,Kepler-144 b,Kepler-144,5.885273,0.066,0.0,1.33,2.33,5.44,1253.0,426.719,6075.0,0.28203,1.154,1.235,-0.1848,4.289,0.94
3.3271,Kepler-251 e,Kepler-251,99.640161,0.404,0.0,2.77,8.1,2.09,360.0,3.548,5526.0,-0.17197,0.891,0.89,-0.06,4.486,2.0
3.1901,HD 101581 c,HIP 56998,6.20401,0.0573,,0.99,0.937,5.31,747.0,52.0,4675.0,-0.78186,0.653,0.63,-0.343,4.654,6.88
3.17195,HD 20329 b,HD 20329,0.926118,0.018,0.0,1.72,7.42,8.06,2141.0,3474.0,5596.0,0.04922,0.9,1.13,-0.07,4.4,11.0
3.13403,TOI-406.01,TOI-406,13.175682,0.0809,0.056,2.08,6.57,4.1,368.0,3.0,3392.0,-1.71444,0.408,0.41,-0.02,4.69,
3.11229,HD 216437 b,HD 216437,1359.0,2.57,0.31,13.0,1334.8793094,3.34,,,5909.0,0.35,1.22,1.394,0.2,4.188,4.9
3.59,Kepler-1658 b,Kepler-1658,3.849372784,0.0544,0.0628,11.99363,1868.8404,6.36,2034.0,4055.29,6216.0,1.20616,1.447,2.891,-0.18,3.673,2.01
3.2915,Kepler-1292 b,Kepler-1292,3.27646405,0.0443,0.0,1.82,3.97,3.62,1195.0,521.101,5556.0,-0.09051,0.95,0.93,0.08,4.49,4.68
3.416,Kepler-196 d,Kepler-196,122.0800018,0.4545,0.0,2.66065673,7.56,2.21,297.0,1.8,5132.0,-0.39257,0.805,0.77,-0.06,4.571,3.09
3.834,Kepler-549 d,Kepler-549,24.61480613,0.1575,0.0,4.2,16.4,1.22,586.0,27.93,5312.0,-0.30618,0.859,0.986,0.16,4.384,1.66
3.12563,HIP 65 A b,HIP 65 A,0.9809734,0.01782,0.0,22.75427,1021.18779,0.48,1411.0,661.0,4590.0,-0.67799,0.781,0.7242,0.18,4.611,4.1
3.1792,Kepler-235 e,Kepler-235,46.183669,0.213,0.0,2.22,5.56,2.79,306.0,1.33,4255.0,-1.10237,0.581,0.554,-0.51,4.73,6.0
3.3734,Kepler-1906 b,Kepler-1906,7.362689972,0.0738,0.0,2.77615754,8.13,2.09,901.0,155.72,5868.0,0.24215,0.987,0.894,-0.12,4.53,0.5
3.11282,HD 40307 c,HD 40307,9.6184,0.0799,0.06,2.46,6.6,2.44,696.0,,4956.0,-0.639,0.77,0.716684,-0.31,4.47,4.5
3.1099,GJ 876 e,GJ 876,124.26,0.3343,0.055,3.92,14.6,1.33,,,3293.74,-1.90658,0.32,0.3,0.2129,4.87177,1.0
3.2098,Kepler-1013 b,Kepler-1013,18.93054959,0.137,0.0,2.15,5.27,2.91,766.0,16.101,4954.0,-0.53079,0.81,0.76,0.04,4.59,4.27
3.19325,TOI-1052 c,TOI-1052,35.806,0.2263,0.237,6.48,34.3,0.693,719.0,39.7,6146.0,0.38373,1.204,1.264,0.14,4.3,2.3
3.11013,HAT-P-29 b,HAT-P-29,5.72319,0.0667,0.09,13.11453,279.6904,0.79,1271.0,433.0,6087.0,0.2722,1.45,1.3,0.21,4.34,2.2
3.12047,YZ Cet c,YZ Cet,3.05989,0.02156,0.0,1.05,1.14,5.41,410.3,4.72,3151.0,-2.65857,0.142,0.157,-0.18,5.17,3.8
3.629,Kepler-434 b,Kepler-434,12.8747099,0.1143,0.131,12.67,908.96,2.4,1000.0,158.285,5977.0,0.33,1.198,1.38,0.25,4.242,4.0
3.1312,Kepler-451 d,2MASS J19383260+4603591,43.0,,0.0,13.5,559.37799632,1.25,,,29564.0,1.45,0.48,0.203,-0.092,5.508,
3.11812,HD 11755 b,HD 11755,433.70001,1.09,0.19,12.8,1789.3829,4.69,,,4312.0,2.16933,0.72,20.58,-0.74,1.67,10.2
3.3688,Kepler-405 b,Kepler-405,10.613839,0.095,0.0,2.08,4.98,3.04,785.0,55.623,5818.0,-0.33143,0.873,0.893,-0.06,4.536,2.09
3.3182,Kepler-1883 b,Kepler-1883,103.427002,0.4438,0.0,3.25107395,10.6,1.7,416.0,7.08,6208.0,-0.01559,1.086,1.024,-0.12,4.454,
3.4985,Kepler-1471 b,Kepler-1471,3.63899398,0.0453,0.0,1.41,2.57,5.04,1238.0,314.233,5660.0,-0.19895,0.95,0.93,-0.03,4.48,4.57
3.1925,Kepler-313 b,Kepler-313,14.970418,0.125,0.0,2.53,6.94,2.35,883.0,142.4,5727.0,0.31196,1.114,1.536,0.26,4.127,7.08
3.1122,HD 210702 b,HD 210702,355.5,1.079,0.071,13.6,481.5100366,1.05,,,4912.0,1.03543,1.33,4.54,-0.02,3.23,2.1
3.1256,BD-11 4672 c,BD-11 4672,74.2,0.3,0.4,4.04,15.37,1.28,,,4550.0,-0.8041,0.651,0.639,-0.35,4.642,7.4
3.4826,Kepler-1442 b,Kepler-1442,81.4162941,0.40814,0.0,3.93,14.7,1.33,522.0,25.972,6394.0,0.65109,1.34,1.44,0.26,4.25,1.7
3.3691,Kepler-1421 b,Kepler-1421,6.9131112,0.07576,0.0,0.93,0.749,5.12,1209.0,649.151,6335.0,0.59941,1.25,1.42,0.05,4.23,2.75
3.1692,Kepler-292 d,Kepler-292,7.055679,0.068,0.0,2.23,5.6,2.77,808.0,103.005,5299.0,-0.33691,0.865,0.826,0.04,4.536,5.13
3.12472,Kepler-1660 AB b,Kepler-1660 A,239.5044,0.8,0.05541,12.9,1586.59940774,4.06,,,6305.24,0.66823,1.1366,1.491,-0.36,4.32,
3.12452,V1298 Tau e,V1298 Tau,53.5,0.2409,0.1,9.97599282,321.00669107,1.79,492.0,10.0,4941.0,0.03902,1.26,1.43,0.1,4.227,0.0125
3.11302,HD 47186 c,HD 47186,1353.6,2.395,0.249,13.0,111.42,0.279,,,5657.0,0.04298,0.96,1.08,0.24,4.36,6.5
3.1163,WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,,8.0,,10.468,6992.0,33.5,450.0,,575.0,-6.09,0.029,0.091,,5.0,6.0
3.19378,HD 36384 b,HD 36384,490.0,1.3,0.2,12.7,2097.6674862,5.63,,,3940.0,2.58915,1.14,38.4,-0.16,1.1,0.113
3.468,Kepler-692 b,Kepler-692,21.81293494,0.1495,0.0,3.11,9.85,1.8,639.0,28.504,5440.0,-0.23346,0.9,0.86,-0.01,4.53,4.68
3.12364,EPIC 206042996 b,EPIC 206042996,5.2986,,,1.7,3.53,3.95,,,4114.0,-0.97996,0.565,0.5,0.006,4.8,
3.19842,TIC 139270665 b,TIC 139270665,23.624,0.163,0.105,7.22979255,147.15455244,2.13,703.0,40.3,5844.0,0.03222,1.035,1.016,0.156,4.439,3.4
3.11628,OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,,0.87,,13.4,588.0,1.34,,,,,0.022,,,,
3.3187,Kepler-1372 b,Kepler-1372,1.311555568,0.024,0.0,1.27,2.15,5.77,1655.0,2176.358,5677.0,0.0124,0.98,0.97,0.05,4.46,5.01
3.2596,Kepler-1193 b,Kepler-1193,2.832652134,0.04004,0.0,1.32,2.3,5.5,1453.0,1286.386,5908.0,0.35069,1.08,1.21,0.12,4.31,5.01
3.12215,HD 75784 c,HD 75784,7900.0,8.4,0.489,12.8,1792.5612,4.7,,,4867.0,0.756,1.26,3.4,0.25,3.46,4.0
3.3408,Kepler-84 f,Kepler-84,44.552169,0.25,0.0,2.2,5.48,2.83,572.0,25.3,6031.0,0.212,1.06,1.169,-0.07,4.323,3.98
3.978,Kepler-205 c,Kepler-205,20.306546,0.122,0.0,1.64,3.33,4.15,389.0,7.14,4321.0,-0.95618,0.592,0.546,-0.1254,4.735,4.42
3.5122,Kepler-1507 b,Kepler-1507,16.0506213,0.11946,0.0,0.84,0.52,4.82,630.0,30.476,5410.0,-0.32427,0.89,0.85,-0.03,4.53,4.57
3.1269,Kepler-838 b,Kepler-838,15.74957994,0.1266,0.0,2.73,7.9,2.13,777.0,61.089,5770.0,-0.09867,0.98,0.96,-0.06,4.46,4.17
3.556,Kepler-702 b,Kepler-702,10.526294063,0.088,0.0,9.17,61.8,0.44,713.0,88.906,5419.0,-0.15908,0.9,0.86,0.0,4.53,4.47
3.19211,K2-417 b,K2-417,6.535,0.063,,3.31,699.2224954,,558.0,,3861.0,-1.20204,0.569,0.5776,,4.67,
3.10932,81 Cet b,81 Cet,1005.57,2.104,0.037,13.1,1051.05854195,2.57,,,4734.0,1.76027,1.23,11.21,-0.11,2.41,
3.9144,K2-332 b,K2-332,17.70632,,,2.2,5.48,2.83,266.0,,3315.0,-2.06542,0.27,0.28,0.09,4.97,
3.213,Kepler-1058 b,Kepler-1058,110.96546,0.3679,0.0,2.72,7.85,2.14,239.0,0.77,4644.0,-0.31631,0.73,0.69,-0.06,4.63,3.39
3.16924,TOI-4214 b,TOI-4214,3.4913885,0.05018,0.17,10.68215861,165.27077164,0.74,1642.0,1210.0,6370.0,0.48287,1.382,1.434,0.294,4.266,1.1
3.2828,Kepler-391 b,Kepler-391,7.4175,0.083,0.46,2.5,1100.0,380.0,930.0,690.0,5038.0,0.66276,1.27,2.879,0.04,3.62,4.365
3.543,Kepler-698 b,Kepler-698,16.32976218,0.1255,0.0,3.68,13.1,1.44,727.0,172.557,5612.0,0.38841,0.94,0.91,-0.03,4.5,4.27
3.682,Kepler-186 c,Kepler-186,7.267302,0.0451,0.0,1.25,2.1,5.91,464.0,13.98,3788.0,-1.385,0.478,0.472,-0.28,4.77,4.0
3.14608,TOI-1794 b,TOI-1794,8.765528,0.082,0.0,3.29701268,8.7,1.31,992.91,228.913,5631.0,0.19728,0.9698,1.3162,0.035,4.184,10.8
3.16586,TOI-3877 b,TOI-3877,4.123596,0.0529,0.22,11.67975789,99.7981198,0.342,1445.0,729.0,5731.0,0.3075,1.16,1.445,0.269,4.181,5.9
3.2204,Kepler-339 b,Kepler-339,4.977656,0.055,0.0,1.42,2.6,4.99,1023.0,159.945,5631.0,-0.31322,0.87,0.802,0.033,4.586,0.98
3.10283,K2-228 b,K2-228,2.69828,0.0338,,1.21,1.92,5.96,914.0,,4715.0,-0.84881,0.71,0.65,-0.25,4.66,
3.2165,Kepler-409 b,Kepler-409,68.9583216,0.3192,0.69,1.199,6.0,19.0,438.0,6.15,5421.0,-0.20201,0.913,0.897,0.05,4.5,5.8
3.1131,Kepler-273 b,Kepler-273,2.936532,0.037,0.0,1.5,2.86,4.66,1209.0,285.636,5626.0,-0.34099,0.756,0.815,-0.28,4.514,10.47
3.11908,HIP 41378 b,HIP 41378,15.57208,,,2.595,6.89,2.17,959.0,140.0,6320.0,0.39646,1.16,1.273,-0.1,4.294,4.279
3.2308,Kepler-1805 b,Kepler-1805,8.847940445,0.0699,0.0,1.54502915,3.0,4.47,479.0,12.48,3867.0,-1.17695,0.581,0.552,0.1,4.718,1.65
3.12519,HD 158259 f,HD 158259,12.028,,,2.35,6.14,2.6,,,5801.89,0.21233,1.08,1.21,,4.25132,
3.13275,TOI-261.01,TOI-261,3.3639254,0.034792189,,3.0449863,9.51,1.85,1722.49,874.7956,5890.3,0.24978,0.496728,1.28018,-0.35,3.92,
3.12802,TOI-1201 b,TOI-1201,2.4919863,0.0287,0.0,2.415,6.28,2.45,703.0,40.6,3476.0,-1.46852,0.512,0.508,0.05,4.8,
3.532,Kepler-636 b,Kepler-636,16.080661147,0.1185,0.0,4.45,18.1,1.13,614.0,67.509,5203.0,-0.374,0.85,0.8,-0.02,4.56,5.01
3.4908,Kepler-1914 b,Kepler-1914,30.82789993,0.1954,0.0,2.9429803,8.97,1.93,585.0,27.66,5982.0,0.07728,1.047,0.96,-0.04,4.493,
3.11201,HD 200964 b,HD 200964,606.3,1.565,0.087,13.5,508.21017,1.14,,,4982.0,1.064,1.39,4.92,-0.15,3.22,3.0
3.12609,TOI-421 b,TOI-421,5.197576,0.0554,0.13,2.64,6.7,2.040038,922.0,154.57,5291.0,-0.26777,0.833,0.866,-0.044,4.48,10.9
3.12274,K2-286 b,K2-286,27.359,0.1768,,2.1,5.06,3.0,347.0,,3926.0,-1.04576,0.64,0.62,0.0,4.7,
3.3342,Kepler-370 b,Kepler-370,4.57953,0.054,0.0,1.59,3.15,4.31,1040.0,361.514,5852.0,0.00609,0.982,0.9,0.1323,4.531,6.03
3.12461,TOI-125 b,TOI-125,4.65382,0.05186,0.194,2.726,9.5,2.57,1037.0,185.0,5320.0,-0.28483,0.859,0.848,-0.02,4.516,6.8
3.12805,TOI-559 b,TOI-559,6.9839095,0.0723,0.151,12.22899794,1910.14872607,5.74,1180.0,404.915,5925.0,0.22737,1.026,1.233,-0.069,4.268,6.8
3.12242,pi Men c,HD 39091,6.2678399,0.06839,0.0,2.0189,3.63,2.8,1169.8,309.0,5998.0,0.15836,1.07,1.17,0.09,4.43,2.98
3.49,Kepler-150 c,Kepler-150,7.381998,0.073,0.0,3.69,13.2,1.44,876.0,132.091,5560.0,-0.16141,0.956,0.939,0.12,4.466,1.74
3.843,Kepler-224 c,Kepler-224,5.925003,0.058,0.0,3.12,9.91,1.79,758.0,86.332,5018.0,-0.51445,0.777,0.676,-0.06,4.639,2.29
3.12156,HATS-43 b,HATS-43,4.3888497,0.04944,0.173,13.22662,82.95363,0.191,1003.0,192.2328,5099.0,-0.39794,0.837,0.812,0.05,4.539,8.6
3.12879,K2-389 c,K2-389,20.851337,,,2.04,4.82,3.12,,,5782.0,0.10644,0.802,1.084,-0.034,4.273,
3.2213,Kepler-956 b,Kepler-956,5.248672631,0.06017,0.0,3.0,9.27,1.89,1056.0,307.058,6040.0,0.05208,1.1,1.15,0.02,4.36,3.47
3.2158,Kepler-1052 b,Kepler-1052,34.8538276,0.20988,0.0,2.93,8.91,1.95,522.0,20.976,5888.0,-0.04685,1.03,1.03,0.0,4.42,3.55
3.14288,TOI-1437 b,TOI-1437,18.840942,0.14,0.17,2.24,9.6,3.91,794.23,82.0,6008.0,0.28466,1.1,1.17,-0.4924,4.26,6.7
3.393,Kepler-685 b,Kepler-685,1.6255222,0.0265,0.0,10.58,78.8,0.366,1579.0,1137.124,5963.0,-0.05138,1.11,1.16,0.15,4.36,3.39
3.9104,K2-89 b,K2-89,1.096026,0.01462,0.15,0.615,0.17,4.02,,78.0,3691.0,-1.32653,0.347,0.318,,4.965,
3.3631,Kepler-1405 b,Kepler-1405,28.2274184,0.1778,0.0,3.96,14.9,1.32,565.0,33.802,5925.0,0.02238,1.05,1.07,0.03,4.4,3.63
3.19637,GJ 806 b,GJ 806,0.9263237,0.01406,,1.331,1.9,4.4,940.0,130.0,3600.0,-1.58528,0.413,0.4144,-0.28,4.98,5.0
3.11541,WASP-49 b,WASP-49,2.78174,0.0379,0.0,12.44199,117.5971,0.288,1400.0,615.4709,5600.0,-0.05339,0.92,0.97,-0.23,4.5,11.9
3.5651,Kepler-1699 b,Kepler-1699,3.49082,0.0418,0.0,1.56671124,3.08,4.4,1010.0,245.65,5575.53,-0.339,0.81,0.725,0.225,4.618,
3.10994,HAT-P-13 b,HAT-P-13,2.91625,0.04383,0.0133,14.258,270.462,0.362,1740.0,1978.5245,5653.0,0.346,1.32,1.756,0.46,4.13,5.0
3.1228,HATS-63 b,HATS-63,3.0566527,0.04026,0.136,13.529263,305.1168,0.67,1398.3,634.1,5627.0,0.01199,0.931,1.07,0.081,4.349,10.3
3.18485,K2-414 b,K2-414,4.3696,0.0487,,1.219,1.98,6.01,,72.113,4343.0,-0.70538,0.814,0.732,-0.102,4.621,
3.18439,TOI-5795 b,TOI-5795,6.1406325,0.064,0.25,5.62,23.66,0.73,1136.78,240.6726,5715.0,0.05308,0.901,1.082,-0.27,4.32,10.2
3.2575,Kepler-1152 b,Kepler-1152,1.646801908,0.0223,0.0,0.87,0.59,4.92,806.0,139.601,3964.0,-1.09668,0.55,0.53,-0.25,4.73,3.47
3.11729,HD 30669 b,HD 30669,1684.0,2.69,0.18,14.3,149.37,0.281,,,5400.0,-0.14602,0.92,0.91,0.13,4.37,4.8
3.18373,HD 155918 c,HD 155918,17202.19446,13.183,0.071,12.8,1878.04805696,4.92,,,5771.84,0.01635,1.03,1.01906,-0.6616,4.43451,12.3
3.3583,Kepler-1391 b,Kepler-1391,54.4092333,0.30045,0.0,1.68,3.46,4.01,513.0,33.335,5840.0,0.43939,1.03,1.1,0.04,4.36,5.5
3.12778,TOI-2406 b,TOI-2406,3.0766891,0.02267,0.17,2.86,15.6,27.4,449.0,6.69,3100.0,-2.46218,0.166,0.204,-0.26,5.041,
3.209,Kepler-25 c,Kepler-25,12.7207,0.1117,0.0061,5.217,15.2,0.588,934.0,210.172,6354.0,0.4216,1.165,1.316,0.11,4.285,2.75
3.13953,TOI-1052 b,TOI-1052,9.139703,0.09103,0.18,2.87,16.9,3.93,1135.0,246.0,6146.0,0.38373,1.204,1.264,0.14,4.3,2.3
3.237,Kepler-1813 b,Kepler-1813,2.818160057,0.0364,0.0,1.413,2.58,5.03,1059.0,298.2,5167.0,-0.4,0.812,0.787,-0.04,4.555,2.3
3.14057,TOI-1174 b,TOI-1174,8.953487683,0.07994,0.0,2.562,32.0,11.0,713.83,52.02,5030.0,-0.4034,0.85,0.76,-0.002,4.573,2.7
3.10225,K2-196 b,K2-196,48.324222,,,3.59970536,12.6,1.48,,,6045.0,0.64355,1.162095,1.538801,0.01,4.08,
3.11202,HD 200964 c,HD 200964,852.5,1.96,0.243,13.7,385.84562,0.825,,,4982.0,1.064,1.39,4.92,-0.15,3.22,3.0
3.963,Kepler-156 b,Kepler-156,4.973456,0.054,0.0,2.3,5.9,2.66,867.0,135.077,5094.0,-0.43985,0.864,0.807,0.2535,4.552,3.39
3.2998,Kepler-1315 b,Kepler-1315,0.84338011,0.01617,0.0,1.38,2.48,5.19,1541.0,897.9,4861.0,-0.62783,0.8,0.75,0.07,4.6,3.47
3.1164,Kepler-93 c,Kepler-93,1460.0,,,,954.0,,,,5669.0,-0.10565,0.91,0.92,-0.18,4.468,5.05
3.75,Kepler-425 b,Kepler-425,3.79701816,0.0464,0.33,10.962,79.45,0.27,1070.0,229.036,5170.0,-0.323,0.93,0.86,0.24,4.535,5.0
3.102,Kepler-477 b,Kepler-477,11.11990653,0.0911,0.0,2.07,4.94,3.06,649.0,38.71,5240.0,-0.372,0.87,0.79,-0.04,4.58,2.09
3.11546,WASP-66 b,WASP-66,4.08605,0.0546,0.0,15.6926,746.9005,1.144,1569.7,1434.7739,6600.0,0.63724,1.33,1.76,-0.31,4.3,3.7
3.1018,Kepler-197 b,Kepler-197,5.599308,0.06,0.02,1.02,1.04,5.39,1142.0,431.256,6004.0,0.22187,0.857,1.12,-0.441,4.304,5.37
3.1679,Kepler-275 b,Kepler-275,10.300682,0.098,0.0,2.34,6.08,2.61,1015.0,266.3,6165.0,0.44934,1.189,1.383,0.08,4.229,3.39
3.19808,KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,,4.5,,13.9,279.68899816,0.572,,,,,0.73,,,,
3.282,Kepler-1271 b,Kepler-1271,3.0255955,0.04233,0.0,1.48,2.79,4.73,1484.0,975.181,6143.0,0.21871,1.13,1.23,-0.01,4.31,3.63
3.12363,EPIC 206032309 b,EPIC 206032309,2.87814,,,1.01,1.01,5.39,,,3489.0,-1.73006,0.221,0.37344,,4.8514,
3.12281,HATS-64 b,HATS-64,4.908897,0.06562,0.151,18.819911,305.1168,0.245,1793.0,1711.0,6554.0,0.86747,1.564,2.113,0.22,3.982,1.861
3.1428,Kepler-790 b,Kepler-790,13.73469807,0.101,0.0,2.18,5.39,2.86,634.0,38.274,5208.0,-0.42384,0.84,0.8,-0.05,4.56,4.9
3.15602,TOI-2876 b,TOI-2876,6.2996431,0.0654,0.13,9.6397234,54.03082919,0.33,929.0,124.2,5271.0,-0.27654,0.939,0.873,0.353,4.529,3.8
3.3386,Kepler-395 b,Kepler-395,7.054346,0.061,0.0,1.03,1.08,5.43,576.0,17.8,4262.0,-1.194,0.622827,0.556,-0.02,4.729,1.6
3.20092,KMT-2022-BLG-2286L b,KMT-2022-BLG-2286L,,2.02,,12.1,6038.739733,18.7,,,,,0.2,,,,
3.1772,Kepler-80 f,Kepler-80,0.9867873,0.0175,0.186,1.21,12651.5,703.0,1054.0,750.964,4540.0,-0.76955,0.73,0.678,0.04,4.639,2.0
3.13913,TOI-1011 b,TOI-1011,2.470498,,0.0,1.45,4.04,7.28,1364.0,575.597,5475.0,-0.1549,0.91,0.92,0.03,4.5,
3.3545,Kepler-397 b,Kepler-397,22.250949,0.144,0.0,2.46,6.62,2.44,539.0,20.01,5307.0,-0.376,0.844,0.767,-0.24,4.572,5.25
3.14651,TOI-1846 b,TOI-1846,3.9306737,0.03646,,1.792,3.87,3.7,568.1,17.35,3568.0,-1.63714,0.418,0.397,0.169,4.862,7.2
3.1958,Kepler-967 b,Kepler-967,13.22713379,0.1027,0.0,2.35,6.12,2.59,638.0,39.1,5178.0,-0.71759,0.84,0.8,-0.03,4.56,5.89
3.1313,HIP 94235 b,HIP 94235,7.713057,0.0787,0.32,3.0,379.0,,1060.0,219.2841,5991.0,0.13759,1.094,1.08,0.0,4.46,0.118
3.4326,Kepler-1957 b,Kepler-1957,2.186619997,0.0299,0.0,0.94374867,0.79,5.16,1099.0,345.07,4904.0,-0.60069,0.745,0.772,0.0,4.535,
3.12733,HD 95735 c,GJ 411,2946.0,2.94,0.132,3.76,13.6,1.41,,,3719.0,-1.70997,0.3899,0.3685,-0.3621,4.895,8.047
3.311,Kepler-515 b,Kepler-515,19.96371318,0.1333,0.0,1.46,2.73,4.82,564.0,47.97,5293.0,-0.312,0.9,0.83,0.08,4.55,3.39
3.11081,HD 126614 b,HD 126614,1257.25303,2.249,0.548,12.7,107.74382997,0.289,,,5568.0,0.08279,0.96,1.369794,0.56,4.174243,7.2
3.11681,GU Psc b,GU Psc,,2000.0,,14.179,3591.3,6.92,1050.0,,4031.81,-1.60189,0.325,0.450458,0.1,4.78111,0.1
3.9128,K2-98 b,K2-98,10.1367349,0.0986,0.119,5.06645928,34.00763955,1.4,1185.0,339.0,6260.0,0.50379,1.246,1.518,-0.044,4.169,3.4
3.19792,HS Psc b,HS Psc,3.986,0.0435,0.27,13.6,464.02947422,1.01,,,4203.0,-0.91364,0.69,0.65,-0.05,4.66,0.133
3.242,Kepler-113 c,Kepler-113,8.92507,0.07796,0.0,2.18,8.7,0.308247,628.0,45.596,4725.0,-0.57598,0.75,0.69,0.05,4.636,6.89
3.20294,G 261-6 b,G 261-6,5.4536,0.02971,0.0,1.1,1.37,5.66,322.3,1.8,2907.0,-2.82122,0.118,0.153162,,5.16515,
3.814,Kepler-219 b,Kepler-219,4.585512,0.057,0.0,2.95,9.01,1.93,1307.0,456.732,5786.0,0.2139,1.164,1.491,0.36,4.157,4.0
